Title,Rating,Description,Genre,Directors,Stars,Release Year
 Star Wars The Bad Batch,6.6,The team enters the colorful and dangerous world of racing.,"Animation, Action, Adventure",[],[],2021
Tooth Pari When Love Bites,7.1,A rebellious vampire with a broken tooth falls for a shy dentist on the streets of Kolkata but will human and mystical forces keep them apart?,"Comedy, Fantasy, Romance",[],[],2023
Vinaro Bhagyamu Vishnu Katha,6.9,Two lovely individuals crossing paths. Things take a turn as they meet and become integral for each other. Can they have a strong bond and happy life together?,"Action, Comedy, Drama",[],[],2023
Resident Evil 4,9.5,Remake of the 2005 game Resident Evil 4.,"Action, Adventure, Fantasy",[],[],2023
 You,7.5,"Now living in London, Joe tries to lay low and resist old habits.. until he's forced to tie up loose ends and bond with wealthy socialites.","Crime, Drama, Romance",[],[],2018
 Star Wars The Bad Batch,7.4,The Batch must decide who to trust as they plan their escape.,"Animation, Action, Adventure",[],[],2021
Three Body,7.8,Focuses on humans dealing with the incoming invasion of a highly-advanced alien civilization called Three-Body.,"Drama, Mystery, Sci-Fi",[],[],2023
 The Marvelous Mrs Maisel,9.5,The last episode of the series.,"Comedy, Drama",[],[],2017
Come Out in Jesus Name,5.7,"Following a startling chain of events, the most controversial pastor in America, Greg Locke, took a 180-degree turn from his mainstream religious traditions and led his church into ...                See full summary »",Documentary,[],[],2023
 Silo,7.3,Juliette tries gaining the trust of Deputy Marnes as they work to uncover the truth about recent tragedies.,"Drama, Mystery, Sci-Fi",[],[],2023
 Vinland Saga,8.8,"Einar, a young man from northern England, lives with his mother and younger sister in a peaceful farming village. However, one day, the Vikings attacked the village, and Einar's life ...                See full summary »","Animation, Action, Adventure",[],[],2019
Amigos,6.0,Three nearly-identical men become fast friends after meeting via an online doppelgänger-finding app. It's all fun and games until one of them turns out to be a notorious fugitive.,"Action, Crime, Thriller",[],[],2023
 Star Wars The Bad Batch,6.3,The Batch searches for an ancient treasure that stirs up a shocking surprise.,"Animation, Action, Adventure",[],[],2021
Cheddy Gang Tamasha,3.0,"Johnny, Siddhanti, Raddu, Lantar, and Goni are friends in spoken English class in Hyderabad city. All those who are in financial trouble find stealing an easy way out and decide to become ...                See full summary »","Action, Comedy, Crime",[],[],2023
Junji Ito Maniac Japanese Tales of the Macabre,6.0,"From the mind of horror manga maestro Junji Ito comes a spine-tingling selection of some of his most bizarre, disturbing and terrifying tales.","Animation, Drama, Horror",[],[],2023
Crash Course in Romance,7.8,Retired ex national team female handball player has become a grocery store owner in order to look after her family while she grapples with her daughter's tutor's eating disorder.,"Comedy, Drama, Romance",[],[],2023
McGregor Forever,7.0,Conor McGregor's brutal strikes and trash-talking swagger made him the UFC's biggest draw. This rousing docuseries follows his dynamic career.,"Documentary, Sport",[],[],2023
Coffee Wars,5.1,Vegan barista takes on the world at the World Barista Championship.,Comedy,[],[],2023
 9 1 1,8.2,"As Buck's life hangs in the balance, he dreams of a world where he never became a firefighter, for better and worse.","Action, Drama, Thriller",[],[],2018
 Poker Face,8.2,"Wounded and on the run, Charlie is forced to make a pit stop in desolate New Mexico where she tries to clear the name of a trucker framed for the murder of a local.","Comedy, Crime, Drama",[],[],2023
 Velma,2.8,"As the hottest girls in Crystal Cove High come under attack, Velma questions her feminist values and Fred analyzes his own views on women. Norville gets embroiled in a new mystery after seeking help from Daphne.","Animation, Adventure, Comedy",[],[],2023
 Vinland Saga,9.6,"Thorfinn, after being left with no other choice, resorts to using violence to defend Gardar from Snake.","Animation, Action, Adventure",[],[],2019
Illegal Hayatlar,6.3,"Mahsun, the owner of an illegal casino, is struggling to cope with police raids. He decides to continue his business under the guise of a fake political party. This idea leads him and his friends on an adventure they never expected.",Comedy,[],[],2023
Hunt,6.0,An assistant police commissioner must tackle his inner demons and confront external enemies who are trying to keep him from solving a mystery.,"Action, Crime, Thriller",[],[],2023
The Wrath of Becky,6.0,"Two years after escaping a violent attack, a teenage girl must defend herself against a terrorist cell.","Action, Horror, Thriller",[],[],2023
Break Point,7.3,Follows men's and women's pro tennis players throughout four Grand Slam tournaments.,"Documentary, Sport",[],[],2023
Noise,3.5,"After moving his family into his childhood home, a man's investigation into a local factory accident connected to his father unveils dark family secrets.","Drama, Mystery, Thriller",[],[],2023
Ayodhi,8.3,"On their journey to Rameswaram, a family from North India gets involved in a series of mishaps until a stranger decides to help them out","Action, Drama, Thriller",[],[],2023
 Star Wars The Bad Batch,7.5,The Bad Batch help bring a new friend home.,"Animation, Action, Adventure",[],[],2021
 Star Wars The Bad Batch,9.1,The heroes are tested.,"Animation, Action, Adventure",[],[],2021
Premadesam,8.4,"Premadesam is a hyperlinked story, Urban ROM-COM and an Emotional drama. Two Love Stories! Four Lives! Two Problems- One Solution! - One Incident! Did that incident cleared their problems? Or created more difficulties?","Comedy, Drama",[],[],2023
Batman The Doom That Came to Gotham,6.0,An ancient evil awakens and only Bruce Wayne can save 1920s Gotham City.,"Animation, Fantasy, Horror",[],[],2023
Animal Control,6.5,A group of animal control workers begin to see their lives complicated by humans and not so much by animals.,Comedy,[],[],2023
 One Piece,9.4,"Zoro gets back on his feet and along with Sanji, confronts King and Queen, the Lead Performers of the Animal Kingdom Pirates. Watching Zoro fight, Hyogoro and Kawamatsu remember someone from way back.","Animation, Action, Adventure",[],[],1999
 Velma,2.8,"Velma and Daphne must work out their complicated relationship in a self-defense class arranged by Principal Rogers for the female students. In the meantime, Norville seeks answers from Fred.","Animation, Adventure, Comedy",[],[],2023
 Star Wars The Bad Batch,8.2,The Batch finds a mysterious missing vessel.,"Animation, Action, Adventure",[],[],2021
Malli Pelli,8.2,"Narendra, the famous actor, who hails from a big family, falls in love with Parvathi, his co actor and a married woman. Can he face the complexities to pursue her?","Drama, Romance",[],[],2023
Taximetristi,7.1,"It follows two taxi drivers who, in a single night, cross paths with all kinds of clients who end up having an impact on their lives, for better and also for worse.","Comedy, Drama",[],[],2023
Oh Belinda,5.4,A young actor's perfect life takes a madcap turn when she agrees to star in a commercial and suddenly gets transported to her character's world.,"Comedy, Drama",[],[],2023
 Willow,7.2,Our heroes finally reach the place where all maps end: the infinite expanse of the Shattered Sea.,"Action, Adventure, Drama",[],[],2022
You Hurt My Feelings,7.0,A novelist's longstanding marriage is suddenly upended when she overhears her husband giving his honest reaction to her latest book.,"Comedy, Drama",[],[],2023
Money Back Guarantee,8.8,"In an effort to lift themselves out of their impoverished circumstances, a gang of amateur thieves decide to rob a bank.","Action, Comedy, Thriller",[],[],2023
 Beef,7.5,An enraged Amy finds new purpose as cracks in her seemingly perfect marriage begin to show. Danny seeks a fresh start for his failing family business.,"Comedy, Drama",[],[],2023
Saving the Tigers,8.2,Revolves around three frustrated husbands who meet by chance and how their rants over their marital problems set off a series of crazy events.,"Comedy, Drama, Thriller",[],[],2023
 Poker Face,7.8,Charlie takes a job at a family-run Texas BBQ joint and must use her skills of perception to sniff out the truth behind a shocking death.,"Comedy, Crime, Drama",[],[],2023
Book Club The Next Chapter,5.6,Follows the new journey of four best friends as they take their book club to Italy for the fun girls trip they never had.,Comedy,[],[],2023
Where the Devil Can t Go He Sends a Woman 2,5.7,"The story of Polish fortunes, how were state-owned companies privatized, garnering millions into private pockets? Can business friends continue to trust each other when even more money is at stake? Who was pulling the strings in Poland?","Comedy, Crime, Drama",[],[],2023
 Poker Face,8.4,"Working at a retirement home, Charlie makes friends with two rebellious old ladies who may have taken matters into their own hands.","Comedy, Crime, Drama",[],[],2023
Simulant,5.1,"Set in the near future, a humanoid enlists a global hacker to remove all restrictions on his thoughts and capabilities, triggering an A.I. uprising and a government manhunt to eliminate the rise of the machine consciousness.","Sci-Fi, Thriller",[],[],2023
Rain Dogs,7.0,"An unconventional love story between a working-class single mum, her young daughter and a privileged gay man.","Comedy, Drama",[],[],2023
 Willow,7.3,The Immemorial City awaits. Refuge of the Wicked Crone and her dark designs.,"Action, Adventure, Drama",[],[],2022
 Vinland Saga,9.7,"As Thorfinn and Einar head for their escape, Arnheid regains consciousness and asks where they are going and if there are slaves and wars there, too.","Animation, Action, Adventure",[],[],2019
Fool s Paradise,4.7,A fool for love becomes an accidental celebrity only to lose it all.,Comedy,[],[],2023
Chatrapathi,8.9,Shivaji and his family are uprooted from their community in Sri Lanka and wind up as bonded labourers in Visakhapatnam. The situation worsens when his jealous stepbrother enters his life.,"Action, Drama",[],[],2023
The Tailor,6.0,A famous tailor begins to sew a wedding dress for his best friend's fiance- but all three have dark secrets that will soon upend their lives.,"Drama, Mystery, Thriller",[],[],2023
